bin,Sample,Museum,Species,Sex,Age,Year,Country,Region,Oral.health,GenomeBin,Specific lineage dataset,%Complete (specific),%Complete and single-copy (specific),%Complete and duplicated (specific),%Fragmented (specific),%Missing (specific),Total number (specific),Assembly,# contigs (>= 0 bp),# contigs (>= 1000 bp),# contigs (>= 5000 bp),# contigs (>= 10000 bp),# contigs (>= 25000 bp),# contigs (>= 50000 bp),Total length (>= 0 bp),Total length (>= 1000 bp),Total length (>= 5000 bp),Total length (>= 10000 bp),Total length (>= 25000 bp),Total length (>= 50000 bp),# contigs,Largest contig,Total length,GC (%),N50,N75,L50,L75,# N's per 100 kbp,# predicted rRNA genes,Unnamed: 32,min,q1,mean,median,q3,max,bin_type,bin_path,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,classification,closest_genome_reference,closest_genome_reference_radius,closest_genome_taxonomy,closest_genome_ani,closest_genome_af,closest_placement_reference,closest_placement_radius,closest_placement_taxonomy,closest_placement_ani,closest_placement_af,pplacer_taxonomy,classification_method,note,other_related_references(genome_id;species_name;radius;ANI;AF),msa_percent,translation_table,red_value,warnings
MEGAHIT-MaxBin2Refined-RM_142.003.fa.gz,RM_142,RMCA,Giraffa camelopardalis,?,M3P4,<1957,Congo (DR),,,MEGAHIT-MaxBin2Refined-RM_142.003.fa.gz,bacteria_odb10,62.1,61.3,0.8,12.9,25.0,124,MEGAHIT-MaxBin2Refined-RM_142.003.fa.gz,806,806,6,0,0,0,1390386,1390386,34591,0,0,0,806,7245,1390386,45.09,1769,1295,272,501,0.0,0 + 0 part,,0.017,0.156,0.2146476426799007,0.197,0.24275,0.99,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MaxBin2Refined-RM_142.003.fa.gz,f__Pasteurellaceae (UID4932),83,767,440,287,464,16,0,0,0,58.55,1.72,43.75,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Mannheimia;s__,,,,,,,,,,,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Mannheimia;s__,taxonomic novelty determined using RED,classification based on placement in class-level tree,,58.57,11.0,0.97405,
MEGAHIT-MaxBin2Refined-DM_007.002.fa.gz,DM_007,Adametz collection,Sus scrofa,female?,,<1940,,,,MEGAHIT-MaxBin2Refined-DM_007.002.fa.gz,bacteria_odb10,41.1,41.1,0.0,20.2,38.7,124,MEGAHIT-MaxBin2Refined-DM_007.002.fa.gz,501,501,34,0,0,0,1071857,1071857,207896,0,0,0,501,9522,1071857,37.97,2420,1480,134,276,0.0,0 + 0 part,,0.0,0.122,0.4342195608782435,0.275,0.787,0.99,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MaxBin2Refined-DM_007.002.fa.gz,k__Bacteria (UID2329),174,149,89,46,95,8,0,0,0,55.97,2.06,0.0,d__Bacteria;p__Patescibacteria;c__JAEDAM01;o__Absconditabacterales;f__Absconditicoccaceae;g__HOT-345;s__,,,,,,,,,,,d__Bacteria;p__Patescibacteria;c__JAEDAM01;o__Absconditabacterales;f__Absconditicoccaceae;g__HOT-345;s__,taxonomic classification fully defined by topology,classification based on placement in class-level tree,,45.82,4.0,0.95894,
MEGAHIT-MaxBin2Refined-MV_284.001.fa.gz,MV_284,NHM Vienna,Ovis ammon,female,,1900,Kyrgyzstan,Tjan Shan,,MEGAHIT-MaxBin2Refined-MV_284.001.fa.gz,bacteria_odb10,98.4,98.4,0.0,1.6,0.0,124,MEGAHIT-MaxBin2Refined-MV_284.001.fa.gz,299,299,163,92,14,0,2543062,2543062,2194823,1664662,483589,0,299,42847,2543062,47.5,13697,7821,59,120,0.0,0 + 0 part,,0.081,0.142,0.1496254180602006,0.15,0.159,0.252,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MaxBin2Refined-MV_284.001.fa.gz,f__Pasteurellaceae (UID4932),83,767,440,4,758,5,0,0,0,99.36,0.7,20.0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__;s__,,,,,,,,,,,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__;s__,taxonomic classification fully defined by topology,classification based on placement in class-level tree,,97.86,11.0,0.96298,
MEGAHIT-MaxBin2Refined-MV_284.002.fa.gz,MV_284,NHM Vienna,Ovis ammon,female,,1900,Kyrgyzstan,Tjan Shan,,MEGAHIT-MaxBin2Refined-MV_284.002.fa.gz,bacteria_odb10,97.6,97.6,0.0,0.8,1.6,124,MEGAHIT-MaxBin2Refined-MV_284.002.fa.gz,461,461,172,45,4,0,2320082,2320082,1586650,698218,134279,0,461,44433,2320082,41.82,7048,4170,101,206,0.0,0 + 0 part,,0.038,0.127,0.1518655097613883,0.149,0.172,0.48,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MaxBin2Refined-MV_284.002.fa.gz,o__Lactobacillales (UID544),293,475,267,7,466,1,1,0,0,98.44,1.12,0.0,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus chenjunshii,GCF_003086355.1,95.0,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus chenjunshii,98.85,0.859,,,,,,,ani_screen,classification based on ANI only,,,,,
MEGAHIT-MaxBin2Refined-MV_215.013.fa.gz,MV_215,NHM Vienna,Sus scrofa,female,,1986,Austria,Vienna,,MEGAHIT-MaxBin2Refined-MV_215.013.fa.gz,bacteria_odb10,77.4,75.8,1.6,4.0,18.6,124,MEGAHIT-MaxBin2Refined-MV_215.013.fa.gz,653,653,81,10,0,0,1844345,1844345,587916,134965,0,0,653,17070,1844345,35.37,3376,2077,164,341,0.0,1 + 1 part,,0.0,0.147,0.4525635528330781,0.292,0.838,0.99,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MaxBin2Refined-MV_215.013.fa.gz,k__Bacteria (UID2329),174,149,89,16,130,3,0,0,0,90.38,2.25,100.0,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia_A;s__,,,,,,,,,,,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia_A;s__,taxonomic novelty determined using RED,classification based on placement in class-level tree,,79.54,11.0,0.92075,
MEGAHIT-MaxBin2Refined-MV_215.016_sub.fa.gz,MV_215,NHM Vienna,Sus scrofa,female,,1986,Austria,Vienna,,MEGAHIT-MaxBin2Refined-MV_215.016_sub.fa.gz,bacteria_odb10,83.9,82.3,1.6,9.7,6.4,124,MEGAHIT-MaxBin2Refined-MV_215.016_sub.fa.gz,454,454,140,41,1,0,2087499,2087499,1328904,623922,34076,0,454,34076,2087499,45.59,6882,3765,92,194,0.0,0 + 0 part,,0.0,0.113,0.3302929515418502,0.1955,0.4127499999999999,0.99,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MaxBin2Refined-MV_215.016_sub.fa.gz,c__Betaproteobacteria (UID3888),323,386,233,23,351,12,0,0,0,94.72,2.24,33.33,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria;s__,,,,,,,,,,,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria;s__,taxonomic classification fully defined by topology,classification based on placement in class-level tree,,82.56,11.0,0.93299,
MEGAHIT-MaxBin2Refined-MV_215.018_sub.fa.gz,MV_215,NHM Vienna,Sus scrofa,female,,1986,Austria,Vienna,,MEGAHIT-MaxBin2Refined-MV_215.018_sub.fa.gz,bacteria_odb10,60.5,58.9,1.6,6.5,33.0,124,MEGAHIT-MaxBin2Refined-MV_215.018_sub.fa.gz,587,587,89,6,0,0,1749191,1749191,616825,67043,0,0,587,13830,1749191,39.97,3671,2278,151,301,0.0,0 + 0 part,,0.0,0.141,0.480434412265758,0.372,0.99,0.99,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MaxBin2Refined-MV_215.018_sub.fa.gz,k__Bacteria (UID2569),434,278,186,75,194,8,1,0,0,78.3,4.41,36.36,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__F0058;s__,,,,,,GCA_000768855.1,95.0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__F0058;s__F0058 sp000768855,87.74,0.378,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__F0058;s__,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,,67.05,11.0,0.98745,
MEGAHIT-MetaBAT2Refined-MV_215.14.fa.gz,MV_215,NHM Vienna,Sus scrofa,female,,1986,Austria,Vienna,,MEGAHIT-MetaBAT2Refined-MV_215.14.fa.gz,bacteria_odb10,92.7,91.9,0.8,1.6,5.7,124,MEGAHIT-MetaBAT2Refined-MV_215.14.fa.gz,144,144,115,77,24,3,2143257,2143257,2044827,1752579,904895,168121,144,60755,2143257,55.41,20649,13172,32,65,0.0,0 + 0 part,,0.034,0.10975,0.1521666666666666,0.14,0.16525,0.99,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-MV_215.14.fa.gz,f__Porphyromonadaceae (UID2622),35,475,318,13,460,2,0,0,0,96.83,0.63,0.0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__,,,,,,,,,,,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__,taxonomic classification fully defined by topology,classification based on placement in class-level tree,,94.44,11.0,0.94647,
MEGAHIT-MetaBAT2Refined-MV_215.17.fa.gz,MV_215,NHM Vienna,Sus scrofa,female,,1986,Austria,Vienna,,MEGAHIT-MetaBAT2Refined-MV_215.17.fa.gz,bacteria_odb10,96.7,92.7,4.0,0.8,2.5,124,MEGAHIT-MetaBAT2Refined-MV_215.17.fa.gz,403,403,197,83,4,0,2720519,2720519,2104421,1302992,119395,0,403,35600,2720519,36.5,9689,5387,89,185,0.0,0 + 0 part,,0.004,0.1325,0.3154466501240694,0.209,0.3395,0.99,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-MV_215.17.fa.gz,p__Bacteroidetes (UID2605),350,316,210,10,293,13,0,0,0,95.48,2.78,7.69,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga;s__,,,,,,,,,,,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga;s__,taxonomic classification fully defined by topology,classification based on placement in class-level tree,,92.1,11.0,0.97808,
MEGAHIT-MetaBAT2Refined-MV_215.1.fa.gz,MV_215,NHM Vienna,Sus scrofa,female,,1986,Austria,Vienna,,MEGAHIT-MetaBAT2Refined-MV_215.1.fa.gz,bacteria_odb10,77.4,77.4,0.0,12.1,10.5,124,MEGAHIT-MetaBAT2Refined-MV_215.1.fa.gz,444,444,123,21,0,0,1907252,1907252,969802,278052,0,0,444,20776,1907252,59.34,5127,3327,120,235,0.0,0 + 0 part,,0.0,0.089,0.1674076576576576,0.1315,0.1875,0.99,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-MV_215.1.fa.gz,o__Burkholderiales (UID4000),193,427,214,57,360,10,0,0,0,85.41,1.55,30.0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Brachymonas;s__,,,,,,,,,,,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Brachymonas;s__,taxonomic classification fully defined by topology,classification based on placement in class-level tree,,80.73,11.0,0.98124,
MEGAHIT-MetaBAT2Refined-MV_215.20_sub.fa.gz,MV_215,NHM Vienna,Sus scrofa,female,,1986,Austria,Vienna,,MEGAHIT-MetaBAT2Refined-MV_215.20_sub.fa.gz,bacteria_odb10,71.8,70.2,1.6,8.1,20.1,124,MEGAHIT-MetaBAT2Refined-MV_215.20_sub.fa.gz,390,390,21,1,0,0,1004384,1004384,131572,10831,0,0,390,10831,1004384,29.02,2619,1957,131,243,0.0,0 + 0 part,,0.0,0.106,0.3755,0.2345,0.625,0.99,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-MV_215.20_sub.fa.gz,k__Bacteria (UID2329),174,149,89,31,111,7,0,0,0,67.98,3.75,28.57,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__,,,,,,,,,,,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,GCF_000381725.1; s__Fusobacterium russii; 95.0; 88.04; 0.151; GCF_900095285.1; s__Fusobacterium gastrosuis; 95.0; 87.84; 0.194,62.52,11.0,0.97003,
MEGAHIT-MetaBAT2Refined-MV_215.22.fa.gz,MV_215,NHM Vienna,Sus scrofa,female,,1986,Austria,Vienna,,MEGAHIT-MetaBAT2Refined-MV_215.22.fa.gz,bacteria_odb10,99.2,99.2,0.0,0.8,0.0,124,MEGAHIT-MetaBAT2Refined-MV_215.22.fa.gz,42,42,39,35,27,21,2305234,2305234,2298363,2260599,2124184,1937432,42,176786,2305234,43.11,81386,59516,9,18,0.0,1 + 0 part,,0.125,0.1765,0.1895238095238095,0.1855,0.20025,0.312,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-MV_215.22.fa.gz,f__Pasteurellaceae (UID4932),83,767,440,5,747,15,0,0,0,99.24,2.07,6.67,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Glaesserella;s__,,,,,,,,,,,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Glaesserella;s__,taxonomic novelty determined using RED,classification based on placement in class-level tree,,98.23,11.0,0.98058,
MEGAHIT-MetaBAT2Refined-MV_215.25.fa.gz,MV_215,NHM Vienna,Sus scrofa,female,,1986,Austria,Vienna,,MEGAHIT-MetaBAT2Refined-MV_215.25.fa.gz,bacteria_odb10,75.0,74.2,0.8,8.1,16.9,124,MEGAHIT-MetaBAT2Refined-MV_215.25.fa.gz,411,411,154,21,1,0,1988754,1988754,1181557,275679,33490,0,411,33490,1988754,44.64,5677,4009,120,223,0.0,0 + 0 part,,0.0,0.0945,0.2467323600973236,0.166,0.2565,0.99,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-MV_215.25.fa.gz,o__Bacteroidales (UID2657),160,490,267,64,421,5,0,0,0,92.04,1.31,60.0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__,,,,,,,,,,,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__,taxonomic classification fully defined by topology,classification based on placement in class-level tree,,81.95,11.0,0.96556,
MEGAHIT-MetaBAT2Refined-MV_215.2.fa.gz,MV_215,NHM Vienna,Sus scrofa,female,,1986,Austria,Vienna,,MEGAHIT-MetaBAT2Refined-MV_215.2.fa.gz,bacteria_odb10,91.9,91.9,0.0,1.6,6.5,124,MEGAHIT-MetaBAT2Refined-MV_215.2.fa.gz,323,323,178,68,3,0,2295784,2295784,1825359,1034643,83252,0,323,29410,2295784,55.06,9334,5590,80,159,0.0,0 + 0 part,,0.008,0.127,0.2184674922600619,0.166,0.219,0.99,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-MV_215.2.fa.gz,c__Betaproteobacteria (UID3888),323,387,234,25,358,4,0,0,0,91.89,1.71,50.0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria;s__Neisseria dentiae,GCF_014055005.1,95.02,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria;s__Neisseria dentiae,96.18,0.834,,,,,,,ani_screen,classification based on ANI only,GCF_024580525.1; s__Neisseria dentiae_A; 95.0; 94.88; 0.822; GCF_030530745.1; s__Neisseria sp030530745; 95.0; 91.53; 0.613; GCF_014297595.1; s__Neisseria musculi; 95.0; 87.2; 0.413,,,,
MEGAHIT-MetaBAT2Refined-MV_215.3.fa.gz,MV_215,NHM Vienna,Sus scrofa,female,,1986,Austria,Vienna,,MEGAHIT-MetaBAT2Refined-MV_215.3.fa.gz,bacteria_odb10,88.7,88.7,0.0,2.4,8.9,124,MEGAHIT-MetaBAT2Refined-MV_215.3.fa.gz,425,425,117,23,0,0,1810891,1810891,938285,291207,0,0,425,18130,1810891,32.93,5243,3171,111,223,0.0,0 + 0 part,,0.0,0.139,0.4192258823529411,0.282,0.704,0.99,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-MV_215.3.fa.gz,k__Bacteria (UID2565),2921,152,93,10,140,2,0,0,0,89.78,1.17,0.0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__JABCPE02;s__,,,,,,,,,,,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__JABCPE02;s__,taxonomic classification fully defined by topology,classification based on placement in class-level tree,,87.29,11.0,0.97544,
MEGAHIT-MetaBAT2Refined-MV_215.8.fa.gz,MV_215,NHM Vienna,Sus scrofa,female,,1986,Austria,Vienna,,MEGAHIT-MetaBAT2Refined-MV_215.8.fa.gz,bacteria_odb10,89.5,88.7,0.8,3.2,7.3,124,MEGAHIT-MetaBAT2Refined-MV_215.8.fa.gz,130,130,100,67,16,2,1781528,1781528,1679984,1432866,614803,118276,130,59296,1781528,44.92,20091,11499,29,59,0.0,1 + 0 part,,0.025,0.14125,0.2788,0.1835,0.261,0.99,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-MV_215.8.fa.gz,f__Porphyromonadaceae (UID2622),35,475,318,29,443,3,0,0,0,93.16,0.44,66.67,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__,,,,,,,,,,,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__,taxonomic classification fully defined by topology,classification based on placement in class-level tree,,90.61,11.0,0.97753,
MEGAHIT-MaxBin2Refined-RM_200.002.fa.gz,RM_200,RMCA,Okapia johnstoni,?,M3,<1914,Congo (DR),,,MEGAHIT-MaxBin2Refined-RM_200.002.fa.gz,bacteria_odb10,85.5,85.5,0.0,10.5,4.0,124,MEGAHIT-MaxBin2Refined-RM_200.002.fa.gz,737,737,149,43,2,0,2656652,2656652,1382067,659182,79307,0,737,48183,2656652,37.39,5322,2718,139,315,0.0,0 + 0 part,,0.0,0.135,0.2836770691994572,0.192,0.286,0.99,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MaxBin2Refined-RM_200.002.fa.gz,o__Lactobacillales (UID544),293,475,267,26,429,19,1,0,0,93.7,4.78,54.55,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus gallolyticus,GCF_002000985.1,96.3,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus gallolyticus,98.7,0.815,,,,,,,ani_screen,classification based on ANI only,GCF_003337175.1; s__Streptococcus gallolyticus_B; 95.0; 95.2; 0.631; GCF_016461705.1; s__Streptococcus vicugnae; 95.0; 86.48; 0.3; GCF_934196125.1; s__Streptococcus sp934196125; 95.0; 95.76; 0.704; GCF_000154985.1; s__Streptococcus infantarius; 95.0; 86.39; 0.278; GCF_004843545.1; s__Streptococcus pasteurianus; 95.21; 95.76; 0.688; GCA_000283635.1; s__Streptococcus macedonicus; 95.18; 96.3; 0.686,,,,
MEGAHIT-MetaBAT2Refined-RM_200.1.fa.gz,RM_200,RMCA,Okapia johnstoni,?,M3,<1914,Congo (DR),,,MEGAHIT-MetaBAT2Refined-RM_200.1.fa.gz,bacteria_odb10,94.3,93.5,0.8,4.0,1.7,124,MEGAHIT-MetaBAT2Refined-RM_200.1.fa.gz,177,177,139,101,40,10,3009701,3009701,2895401,2610705,1660574,699669,177,107666,3009701,68.53,26739,14253,34,72,0.0,1 + 1 part,,0.073,0.159,0.1819435028248587,0.178,0.2,0.377,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-RM_200.1.fa.gz,o__Actinomycetales (UID1530),622,258,152,7,249,1,1,0,0,96.16,1.64,25.0,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__Propionibacterium;s__,,,,,,GCF_900289195.1,95.0,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__Propionibacterium;s__Propionibacterium ruminifibrarum,94.28,0.806,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__Propionibacterium;s__,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,GCF_003666605.1; s__Propionibacterium australiense; 95.0; 90.24; 0.693; GCF_000426605.1; s__Propionibacterium acidifaciens; 95.0; 85.06; 0.382,93.33,11.0,0.99682,Genome not assigned to closest species as it falls outside its pre-defined ANI radius
MEGAHIT-MaxBin2Refined-MV_245.002.fa.gz,MV_245,NHM Vienna,Marmota marmota,male,,1995,Austria,Carinthia,,MEGAHIT-MaxBin2Refined-MV_245.002.fa.gz,bacteria_odb10,89.5,88.7,0.8,7.3,3.2,124,MEGAHIT-MaxBin2Refined-MV_245.002.fa.gz,313,313,147,89,24,1,2546728,2546728,2233890,1814622,836388,50515,313,50515,2546728,63.68,15831,8776,47,100,0.0,1 + 0 part,,0.0,0.099,0.2136805111821086,0.127,0.177,0.99,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MaxBin2Refined-MV_245.002.fa.gz,o__Actinomycetales (UID1530),622,257,151,6,243,7,1,0,0,96.91,3.44,20.0,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__Brooklawnia;s__,,,,,,GCF_000413315.1,95.0,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__Brooklawnia;s__Brooklawnia sp000413315,83.06,0.317,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__Brooklawnia;s__,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,,90.98,11.0,0.98812,
